date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:40:57	418/418	---M--	200	added ('OK')	text/javascript	etag:%221f00999-1a2-5a75a93be8192%22	https://melp.org/wp-content/themes/primer/assets/js/navigation.min.js?ver=1.8.9	C:/My%20Web%20Sites/Melp/melp.org/wp-content/themes/primer/assets/js/navigation.minf5a9.js	(from https://melp.org/)
05:41:00	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221ea168f-2876e-59912f75f6672%22	https://melp.org/wp-content/plugins/contact-widgets/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/Melp/melp.org/wp-content/plugins/contact-widgets/assets/fonts/fontawesome-webfont3e6e.eot	(from https://melp.org/wp-content/plugins/contact-widgets/assets/css/font-awesome.min.css?ver=4.7.0)
05:41:00	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221ea168f-2876e-59912f75f6672%22	https://melp.org/wp-content/plugins/contact-widgets/assets/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/Melp/melp.org/wp-content/plugins/contact-widgets/assets/fonts/fontawesome-webfontd41d.eot	(from https://melp.org/wp-content/plugins/contact-widgets/assets/css/font-awesome.min.css?ver=4.7.0)
05:41:00	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%221ea1693-12d68-59912f75f85b2%22	https://melp.org/wp-content/plugins/contact-widgets/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/Melp/melp.org/wp-content/plugins/contact-widgets/assets/fonts/fontawesome-webfont3e6e.woff2	(from https://melp.org/wp-content/plugins/contact-widgets/assets/css/font-awesome.min.css?ver=4.7.0)
05:41:03	165548/165548	---M--	200	added ('OK')	font/ttf	etag:%221ea1691-286ac-59912f75f722a%22	https://melp.org/wp-content/plugins/contact-widgets/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/Melp/melp.org/wp-content/plugins/contact-widgets/assets/fonts/fontawesome-webfont3e6e.ttf	(from https://melp.org/wp-content/plugins/contact-widgets/assets/css/font-awesome.min.css?ver=4.7.0)
05:41:03	98024/98024	---M--	200	added ('OK')	font/x-woff	etag:%221ea1692-17ee8-59912f75f79fa%22	https://melp.org/wp-content/plugins/contact-widgets/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/Melp/melp.org/wp-content/plugins/contact-widgets/assets/fonts/fontawesome-webfont3e6e.woff	(from https://melp.org/wp-content/plugins/contact-widgets/assets/css/font-awesome.min.css?ver=4.7.0)
05:41:04	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%221ea1690-6c7db-59912f75f993a%22	https://melp.org/wp-content/plugins/contact-widgets/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/Melp/melp.org/wp-content/plugins/contact-widgets/assets/fonts/fontawesome-webfont3e6e.svg	(from https://melp.org/wp-content/plugins/contact-widgets/assets/css/font-awesome.min.css?ver=4.7.0)
05:41:04	41902/41902	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2010:41:03%20GMT	https://melp.org/wp-content/themes/escapade/assets/genericons/font/genericons-regular-webfont.eot	C:/My%20Web%20Sites/Melp/melp.org/wp-content/themes/escapade/assets/genericons/font/genericons-regular-webfont.eot	(from https://melp.org/wp-content/themes/escapade/style.css?ver=1.1.3)
05:41:05	41902/41902	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2010:41:05%20GMT	https://melp.org/wp-content/themes/escapade/assets/genericons/font/genericons-regular-webfont.ttf	C:/My%20Web%20Sites/Melp/melp.org/wp-content/themes/escapade/assets/genericons/font/genericons-regular-webfont.ttf	(from https://melp.org/wp-content/themes/escapade/style.css?ver=1.1.3)
05:41:06	41912/41912	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2010:41:06%20GMT	https://melp.org/wp-content/themes/escapade/assets/genericons/font/genericons-regular-webfont.svg	C:/My%20Web%20Sites/Melp/melp.org/wp-content/themes/escapade/assets/genericons/font/genericons-regular-webfont.svg	(from https://melp.org/wp-content/themes/escapade/style.css?ver=1.1.3)
05:41:07	41894/41894	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202026%2010:41:07%20GMT	https://melp.org/wp-content/themes/escapade/Genericons.svg	C:/My%20Web%20Sites/Melp/melp.org/wp-content/themes/escapade/Genericons.svg	(from https://melp.org/wp-content/themes/escapade/style.css?ver=1.1.3)
05:41:08	18231/18231	---M--	200	added ('OK')	text/css	etag:%221f00025-4737-6382011f43951%22	https://melp.org/wp-content/uploads/bb-plugin/cache/235-layout.css?ver=7717c33108e5473e06a60c9170f25699	C:/My%20Web%20Sites/Melp/melp.org/wp-content/uploads/bb-plugin/cache/235-layoutcb5d.css	(from https://melp.org/melp_faq/)
05:41:10	50285/50285	---MC-	200	added ('OK')	application/json	date:Mon,%2019%20Jan%202026%2010:41:09%20GMT	https://melp.org/wp-json/wp/v2/pages/235	C:/My%20Web%20Sites/Melp/melp.org/wp-json/wp/v2/pages/235.json	(from https://melp.org/melp_faq/)
05:41:11	2397/2397	---MC-	200	added ('OK')	application/json	date:Mon,%2019%20Jan%202026%2010:41:10%20GMT	https://melp.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmelp.org%2Fmelp_faq%2F	C:/My%20Web%20Sites/Melp/melp.org/wp-json/oembed/1.0/embed53d6.json	(from https://melp.org/melp_faq/)
05:41:11	2564/2564	---MC-	200	added ('OK')	text/xml	date:Mon,%2019%20Jan%202026%2010:41:11%20GMT	https://melp.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmelp.org%2Fmelp_faq%2F&format=xml	C:/My%20Web%20Sites/Melp/melp.org/wp-json/oembed/1.0/embed145d	(from https://melp.org/melp_faq/)
05:41:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2019%20Jan%202026%2010:41:11%20GMT	https://melp.org/?p=235	C:/My%20Web%20Sites/Melp/melp.org/index5f0f.html	(from https://melp.org/melp_faq/)
05:41:13	216181/216181	---M--	200	added ('OK')	application/pdf	etag:%221ea0f34-34c75-584dbf0852181%22	https://melp.org/pdf/MELPePackageFactSheetPOSIX.pdf	C:/My%20Web%20Sites/Melp/melp.org/pdf/MELPePackageFactSheetPOSIX.pdf	(from https://melp.org/melp_faq/)
05:41:13	771/771	---M--	200	added ('OK')	image/gif	etag:%221f00cc9-303-584cbb9d89934%22	https://melp.org/wp-content/uploads/2019/03/BULLET.gif	C:/My%20Web%20Sites/Melp/melp.org/wp-content/uploads/2019/03/BULLET.gif	(from https://melp.org/melp_faq/)
05:41:14	229/229	---M--	200	added ('OK')	image/png	etag:%221f00d57-e5-584cbb9e59189%22	https://melp.org/wp-content/uploads/2019/03/pdf_ico.png	C:/My%20Web%20Sites/Melp/melp.org/wp-content/uploads/2019/03/pdf_ico.png	(from https://melp.org/melp_faq/)
05:41:15	22962/22962	---M--	200	added ('OK')	text/javascript	etag:%221f00026-59b2-6382011f47fa1%22	https://melp.org/wp-content/uploads/bb-plugin/cache/235-layout.js?ver=b01be83c1ec7b63925593a4ec82d1337	C:/My%20Web%20Sites/Melp/melp.org/wp-content/uploads/bb-plugin/cache/235-layout03ab.js	(from https://melp.org/melp_faq/)
05:41:15	24537/24537	---M--	200	added ('OK')	text/css	etag:%221f0002a-5fd9-63821aba1599f%22	https://melp.org/wp-content/uploads/bb-plugin/cache/156-layout.css?ver=5e0c7cec707203cc4f73cc08f0e11c19	C:/My%20Web%20Sites/Melp/melp.org/wp-content/uploads/bb-plugin/cache/156-layout0f92.css	(from https://melp.org/melp/)
05:41:16	16545/16545	---MC-	200	added ('OK')	application/json	date:Mon,%2019%20Jan%202026%2010:41:15%20GMT	https://melp.org/wp-json/wp/v2/pages/156	C:/My%20Web%20Sites/Melp/melp.org/wp-json/wp/v2/pages/156.json	(from https://melp.org/melp/)
05:41:17	2386/2386	---MC-	200	added ('OK')	application/json	date:Mon,%2019%20Jan%202026%2010:41:16%20GMT	https://melp.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmelp.org%2Fmelp%2F	C:/My%20Web%20Sites/Melp/melp.org/wp-json/oembed/1.0/embed8f4f.json	(from https://melp.org/melp/)
05:41:17	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2019%20Jan%202026%2010:41:16%20GMT	https://melp.org/?p=156	C:/My%20Web%20Sites/Melp/melp.org/indexd1a7.html	(from https://melp.org/melp/)
05:41:19	2558/2558	---MC-	200	added ('OK')	text/xml	date:Mon,%2019%20Jan%202026%2010:41:18%20GMT	https://melp.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmelp.org%2Fmelp%2F&format=xml	C:/My%20Web%20Sites/Melp/melp.org/wp-json/oembed/1.0/embed63e6	(from https://melp.org/melp/)
05:41:20	20845/20845	---M--	200	added ('OK')	image/png	etag:%221f00d59-516d-584cb6d81afdf%22	https://melp.org/wp-content/uploads/2019/03/programming.png	C:/My%20Web%20Sites/Melp/melp.org/wp-content/uploads/2019/03/programming.png	(from https://melp.org/melp/)
05:41:21	272247/272247	---M--	200	added ('OK')	application/pdf	etag:%221ea0f32-42777-584dbf0850241%22	https://melp.org/pdf/MELPePackageFactSheet.pdf	C:/My%20Web%20Sites/Melp/melp.org/pdf/MELPePackageFactSheet.pdf	(from https://melp.org/melp/)
05:41:21	92854/92854	---M--	200	added ('OK')	image/png	etag:%221f00cff-16ab6-584db66296012%22	https://melp.org/wp-content/uploads/2019/03/DTE_MDM3001-300x199.png	C:/My%20Web%20Sites/Melp/melp.org/wp-content/uploads/2019/03/DTE_MDM3001-300x199.png	(from https://melp.org/melp/)
05:41:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2019%20Jan%202026%2010:41:20%20GMT	https://melp.org/melp/mobileapp/	C:/My%20Web%20Sites/Melp/melp.org/melp/mobileapp/index.html	(from https://melp.org/melp/)
05:41:23	35559/35559	---M--	200	added ('OK')	image/png	etag:%221f00d28-8ae7-584cb6a8736e7%22	https://melp.org/wp-content/uploads/2019/03/PC_FLEXI_com-300x123.png	C:/My%20Web%20Sites/Melp/melp.org/wp-content/uploads/2019/03/PC_FLEXI_com-300x123.png	(from https://melp.org/melp/)
05:41:26	302/302	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2019%20Jan%202026%2010:41:24%20GMT	http://melp.org/wp-content/uploads/2018/10/home-4.jpg	C:/My%20Web%20Sites/Melp/melp.org/wp-content/uploads/2018/10/home-4.37.delayed	(from https://melp.org/melp/)
05:41:26	209573/209573	---M--	200	added ('OK')	application/pdf	etag:%221ea0f33-332a5-584dbf0853cd9%22	https://melp.org/pdf/MELPePackageFactSheet6416.pdf	C:/My%20Web%20Sites/Melp/melp.org/pdf/MELPePackageFactSheet6416.pdf	(from https://melp.org/melp/)
05:41:26	216181/216181	---M--	200	added ('OK')	application/pdf	etag:%221ea0f30-34c75-584dbf084fa71%22	https://melp.org/pdf/MELPe.pdf	C:/My%20Web%20Sites/Melp/melp.org/pdf/MELPe.pdf	(from https://melp.org/melp/)
05:41:28	23588/23588	---M--	200	added ('OK')	text/javascript	etag:%221f0002b-5c24-63821aba1c700%22	https://melp.org/wp-content/uploads/bb-plugin/cache/156-layout.js?ver=190c96bd75b2ea006f24d858093730eb	C:/My%20Web%20Sites/Melp/melp.org/wp-content/uploads/bb-plugin/cache/156-layout6404.js	(from https://melp.org/melp/)
05:41:29	307414/307414	---M--	200	added ('OK')	image/jpeg	etag:%221f00c03-4b0d6-57915af027040%22	https://melp.org/wp-content/uploads/2018/10/home-4.jpg	C:/My%20Web%20Sites/Melp/melp.org/wp-content/uploads/2018/10/home-4.jpg	(from https://melp.org/melp/)
05:41:30	21634/21634	---M--	200	added ('OK')	text/css	etag:%221f0001f-5482-6381ec21224af%22	https://melp.org/wp-content/uploads/bb-plugin/cache/2-layout.css?ver=6a21913345a444857d7e2a1300f361e2	C:/My%20Web%20Sites/Melp/melp.org/wp-content/uploads/bb-plugin/cache/2-layoutc7a5.css	(from https://melp.org/melpesw/)
05:41:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2019%20Jan%202026%2010:41:29%20GMT	https://melp.org/about-melpe/	C:/My%20Web%20Sites/Melp/melp.org/about-melpe/index.html	(from https://melp.org/melp/)
05:41:30	32224/32224	---MC-	200	added ('OK')	application/json	date:Mon,%2019%20Jan%202026%2010:41:30%20GMT	https://melp.org/wp-json/wp/v2/pages/2	C:/My%20Web%20Sites/Melp/melp.org/wp-json/wp/v2/pages/2.json	(from https://melp.org/melpesw/)
05:41:32	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2019%20Jan%202026%2010:41:31%20GMT	https://melp.org/?p=2	C:/My%20Web%20Sites/Melp/melp.org/index905b.html	(from https://melp.org/melpesw/)
05:41:32	2470/2470	---MC-	200	added ('OK')	application/json	date:Mon,%2019%20Jan%202026%2010:41:31%20GMT	https://melp.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmelp.org%2Fmelpesw%2F	C:/My%20Web%20Sites/Melp/melp.org/wp-json/oembed/1.0/embed76a9.json	(from https://melp.org/melpesw/)
05:41:32	2641/2641	---MC-	200	added ('OK')	text/xml	date:Mon,%2019%20Jan%202026%2010:41:32%20GMT	https://melp.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmelp.org%2Fmelpesw%2F&format=xml	C:/My%20Web%20Sites/Melp/melp.org/wp-json/oembed/1.0/embed116c	(from https://melp.org/melpesw/)
05:41:33	2819/2819	---M--	200	added ('OK')	image/png	etag:%221f00d39-b03-584cb6dc0d410%22	https://melp.org/wp-content/uploads/2019/03/chip.png	C:/My%20Web%20Sites/Melp/melp.org/wp-content/uploads/2019/03/chip.png	(from https://melp.org/melpesw/)
05:41:33	771/771	---M--	200	added ('OK')	image/gif	etag:%221ea0ee9-303-584dbf083b250%22	https://melp.org/img/bullet.gif	C:/My%20Web%20Sites/Melp/melp.org/img/bullet.gif	(from https://melp.org/melpesw/)
05:41:34	306/306	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2019%20Jan%202026%2010:41:34%20GMT	http://melp.org/wp-content/uploads/2018/11/platforms1.png	C:/My%20Web%20Sites/Melp/melp.org/wp-content/uploads/2018/11/platforms1.40.delayed	(from https://melp.org/melpesw/)
05:41:35	29483/29483	---M--	200	added ('OK')	image/png	etag:%221f00c8d-732b-57a99d0401980%22	https://melp.org/wp-content/uploads/2018/11/platforms1.png	C:/My%20Web%20Sites/Melp/melp.org/wp-content/uploads/2018/11/platforms1.png	(from https://melp.org/melpesw/)
05:41:35	306/306	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2019%20Jan%202026%2010:41:34%20GMT	http://melp.org/wp-content/uploads/2018/11/platforms2.png	C:/My%20Web%20Sites/Melp/melp.org/wp-content/uploads/2018/11/platforms2.png	(from https://melp.org/melpesw/)
